0 , 5.270E-01
1 , 4.789E-01
2 , 5.277E-01
3 , 4.790E-01
4 , 3.664E-01
5 , 3.371E-01
6 , 3.668E-01
7 , 3.376E-01
8 , 2.594E-01
9 , 2.398E-01
10 , 2.599E-01
11 , 2.395E-01
12 , 1.921E-01
13 , 1.792E-01
14 , 1.924E-01
15 , 1.794E-01
16 , 1.426E-01
17 , 1.331E-01
18 , 1.427E-01
19 , 1.329E-01
20 , 1.088E-01
21 , 1.020E-01
22 , 1.089E-01
23 , 1.020E-01
24 , 8.52E-02
25 , 8.04E-02
26 , 8.54E-02
27 , 8.05E-02
28 , 6.78E-02
29 , 6.41E-02
30 , 6.80E-02
31 , 6.42E-02
32 , 5.36E-02
33 , 5.07E-02
34 , 5.37E-02
35 , 5.06E-02
36 , 4.27E-02
37 , 4.06E-02
38 , 4.26E-02
39 , 4.05E-02
40 , 3.51E-02
41 , 3.33E-02
42 , 3.50E-02
43 , 3.34E-02
44 , 2.89E-02
45 , 2.77E-02
46 , 2.88E-02
47 , 2.76E-02
48 , 2.38E-02
49 , 2.29E-02
50 , 2.38E-02
51 , 2.29E-02
52 , 2.01E-02
53 , 1.94E-02
54 , 2.01E-02
55 , 1.95E-02
56 , 1.74E-02
57 , 1.72E-02
58 , 1.74E-02
59 , 1.69E-02
60 , 1.54E-02
61 , 1.46E-02
62 , 1.56E-02
63 , 1.45E-02
64 , 1.33E-02
65 , 1.32E-02
66 , 1.34E-02
67 , 1.33E-02
68 , 1.25E-02
69 , 1.24E-02
70 , 1.27E-02
71 , 1.24E-02
72 , 1.20E-02
73 , 1.18E-02
74 , 1.21E-02
75 , 1.19E-02
76 , 1.14E-02
77 , 1.12E-02
78 , 1.14E-02
79 , 1.13E-02
80 , 1.12E-02
81 , 1.16E-02
82 , 1.13E-02
83 , 1.16E-02
84 , 1.11E-02
85 , 1.11E-02
86 , 1.11E-02
87 , 1.08E-02
88 , 1.08E-02
89 , 1.07E-02
90 , 1.05E-02
91 , 1.06E-02
92 , 1.04E-02
93 , 1.02E-02
94 , 1.01E-02
95 , 1.02E-02
