Designator,Mid X,Mid Y,Layer,Rotation
C1,13.61,11.71,Bottom,90.0
C2, 7.65,12.60,Bottom,90.0
C3,13.44,16.64,Bottom,0.0
C4,30.02, 7.80,Bottom,180.0
C5,30.00,11.61,Bottom,180.0
C6,30.30,16.21,Bottom,180.0
C7,23.95,11.73,Bottom,270.0
CPLD,18.57,11.63,Top,90.0
IC8,18.59,11.63,Bottom,0.0
J1,18.62,11.71,Bottom,270.0
JTAG1,33.86,11.71,Top,270.0
PWR, 2.49,14.30,Top,270.0
R1, 2.49,10.44,Top,90.0
